location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
"Parnell Street, outside Burger King",TRUE,40,30,10,-6.264808774,53.3508299,0,1,1,1,6.56,47,19.0012,0,3,3,09-01-2020 02:00
Mary street outside Mary Mall,FALSE,40,32,8,-6.267952323,53.348618,0,1,1,1,5.74,50,26.0027,0,30,30,09-01-2020 03:00
Berkeley road outside Flanagans pharmacy,TRUE,40,40,0,-6.269868761,53.35896725,0,1,1,1,5.74,50,12.998,1,63,64,09-01-2020 04:00
Mayor street lower outside AIB,FALSE,30,0,30,-6.24368906,53.34900307,0,1,1,1,5.74,50,19.0012,1,153,154,09-01-2020 05:00
George's Dock across the road from KPMG,FALSE,30,7,23,-6.24969855,53.34960348,0,1,1,1,6.56,43,26.0027,7,81,88,09-01-2020 06:00
Suffolk street,FALSE,40,40,0,-6.260666102,53.34371105,0,1,1,1,7.38,43,16.9979,11,33,44,09-01-2020 07:00
,FALSE,30,7,23,-6.261174381,53.3400639,0,1,1,1,8.2,40,22.0028,10,41,51,09-01-2020 08:00
Westmoreland street,FALSE,20,14,6,-6.249374002,53.34383275,0,1,1,1,9.02,35,19.9995,13,48,61,09-01-2020 09:00
Pearce street,FALSE,20,2,18,-6.255238652,53.34522827,0,1,1,1,9.84,35,19.0012,8,53,61,09-01-2020 10:00
"Wolfe Tone Street, outside Alexanders bridal shop",FALSE,30,28,2,-6.267784685,53.34989648,0,1,1,1,10.66,30,19.0012,11,66,77,09-01-2020 11:00
Start of kings inn street,FALSE,22,17,5,-6.268844157,53.3519178,0,1,1,1,10.66,30,16.9979,14,58,72,09-01-2020 12:00
"Jervis street, outside McDonolds.",FALSE,38,33,5,-6.266541481,53.34864922,0,1,1,1,10.66,30,16.9979,9,67,76,09-01-2020 13:00
Camden street lower,TRUE,40,33,7,-6.26539886,53.33448808,0,1,1,1,9.84,30,15.0013,11,146,157,09-01-2020 14:00
High street,FALSE,27,26,1,-6.27489002,53.34357364,0,1,1,1,9.84,32,7.0015,9,148,157,09-01-2020 15:00
"York street, royal college of surgeons",FALSE,40,18,21,-6.263350993,53.33909021,0,1,1,1,8.2,47,0,8,102,110,09-01-2020 16:00
Parnell street,FALSE,30,30,0,-6.268060952,53.34999014,0,1,1,1,8.2,47,7.0015,3,49,52,09-01-2020 17:00
Marlborough street outside eircom and kanoodle,FALSE,40,0,40,-6.259502023,53.35296244,0,1,1,1,7.38,64,8.9981,3,49,52,09-01-2020 18:00
Parnell street outside euro giant,TRUE,30,14,16,-6.266872734,53.35033197,0,1,1,1,5.74,69,8.9981,0,20,20,09-01-2020 19:00
Start of Summer hill,FALSE,20,17,3,-6.256611943,53.35440329,0,1,1,1,7.38,55,7.0015,1,11,12,09-01-2020 20:00
"St. Stephens Green, outside oxfam and specsavers",TRUE,40,15,25,-6.26113683,53.34013196,0,1,1,1,6.56,55,7.0015,0,5,5,09-01-2020 21:00
"Parnell Street, outside Alexander's bridal shop",FALSE,40,30,10,-6.267641187,53.34997173,0,1,1,1,6.56,59,7.0015,0,2,2,09-01-2020 22:00
Merrion square North,FALSE,36,24,12,-6.250421405,53.34094069,0,1,1,1,5.74,63,8.9981,0,1,1,09-01-2020 23:00
Marlborough street opposite An Board Pleanala ,TRUE,30,0,30,-6.259177476,53.35260382,0,1,2,1,22.14,68,7.0015,33,483,516,10-01-2020 00:00
Mount street lower outside board bia,TRUE,20,11,9,-6.240792274,53.3378138,0,1,3,1,22.14,68,0,11,251,262,10-01-2020 01:00
"Camden street lower, Infront of enable ireland",FALSE,33,32,1,-6.265382767,53.33482844,0,1,2,1,22.14,73,8.9981,13,205,218,10-01-2020 02:00
North strand road,FALSE,40,24,16,-6.245928705,53.35520694,0,1,3,1,22.14,77,6.0032,17,190,207,10-01-2020 03:00
Amiens street outside the funky skunk,FALSE,40,39,1,-6.248283684,53.35334747,0,1,3,1,22.14,77,0,17,88,105,10-01-2020 04:00
"Bolton Street, outside DIT",FALSE,20,20,0,-6.269626021,53.35134383,0,1,2,1,22.96,73,0,1,30,31,10-01-2020 05:00
Eden Quay outside Beresford Court,TRUE,30,27,3,-6.25492081,53.34901267,0,1,2,1,22.14,77,7.0015,0,11,11,10-01-2020 06:00
Talbot street outside Guiney and co.,TRUE,30,30,0,-6.254671365,53.35066259,0,1,2,1,22.14,77,7.0015,0,2,2,10-01-2020 07:00
Top of Parnell street outside Foleys pharmacy,FALSE,32,32,0,-6.258886456,53.3537389,0,1,2,1,22.14,88,12.998,1,4,5,10-01-2020 08:00
St Stephens green north outside permanent tsb,FALSE,40,29,11,-6.260423362,53.3399558,0,1,2,1,22.96,83,6.0032,2,8,10,10-01-2020 09:00
Jervis Street outside Penny's,FALSE,30,30,0,-6.267024279,53.34998454,0,1,2,1,22.96,83,8.9981,1,42,43,10-01-2020 10:00
"Wexford street, djinn shop, across the road from opium
",TRUE,30,10,20,-6.265439093,53.33662064,0,1,3,1,23.78,83,7.0015,3,176,179,10-01-2020 11:00
"Aungier street, outside YMCA",FALSE,40,24,16,-6.266015768,53.3392936,0,1,3,1,23.78,83,7.0015,4,256,260,10-01-2020 12:00
Cathal Brugha street,FALSE,20,9,11,-6.25944972,53.35237568,0,1,3,1,24.6,88,0,6,128,134,10-01-2020 13:00
Cathal Brugha Street outside DIT,TRUE,40,40,0,-6.259444356,53.35225641,0,1,3,1,23.78,88,8.9981,3,83,86,10-01-2020 14:00
"Camden street lower, Simon community shop,.",FALSE,30,27,3,-6.26539886,53.33423822,0,1,3,1,23.78,88,8.9981,3,42,45,10-01-2020 15:00
Coppinger row,TRUE,30,24,6,-6.262373328,53.34211691,0,1,3,1,23.78,94,8.9981,7,92,99,10-01-2020 16:00
Parnell street outside Centra ,FALSE,40,37,3,-6.263774782,53.35127979,0,1,2,1,24.6,88,12.998,6,98,104,10-01-2020 17:00
Start of st. Stephen's Green terrace. ,FALSE,30,0,30,-6.257439405,53.3362755,0,1,2,1,24.6,88,8.9981,6,148,154,10-01-2020 18:00
"Pembroke street lower, opposite coffee angel.",TRUE,40,38,2,-6.25215143,53.33690652,0,1,3,1,24.6,88,8.9981,16,147,163,10-01-2020 19:00
"O'Connell street, median, behind Sir John Gray monument",FALSE,30,18,12,-6.259725988,53.34860279,0,1,3,1,25.42,83,8.9981,14,195,209,10-01-2020 20:00
South Circular road tesco,TRUE,38,2,36,-6.274455339,53.33232339,0,1,3,1,25.42,88,8.9981,46,328,374,10-01-2020 21:00
"Essex street east, outside the Clarence hotel",FALSE,30,0,30,-6.266537458,53.34511458,0,1,3,1,25.42,88,7.0015,38,677,715,10-01-2020 22:00
The coombe outside ovenden house. ,FALSE,40,37,3,-6.273295283,53.33919831,0,1,3,1,25.42,94,6.0032,48,639,687,10-01-2020 23:00
Phoenix street north,FALSE,40,37,3,-6.277207285,53.34695199,1,0,1,,19.68,77,11.0014,82,184,266,11-01-2020 00:00
Merrion square east,FALSE,40,38,2,-6.246668994,53.33943693,1,0,1,,21.32,72,11.0014,112,255,367,11-01-2020 01:00
North kings street,TRUE,40,33,7,-6.270769984,53.35073624,1,0,1,,22.96,64,15.0013,105,314,419,11-01-2020 02:00
North kings streetboutside macro,TRUE,25,23,2,-6.270670742,53.35059775,1,0,1,,24.6,60,15.0013,108,312,420,11-01-2020 03:00
Fitzwilliam street lower,FALSE,29,23,6,-6.248680651,53.33709791,1,0,1,,23.78,60,19.0012,134,310,444,11-01-2020 04:00
Phisborough road opposite mc donalds,FALSE,30,30,0,-6.272837967,53.36211259,1,0,1,,22.96,64,16.9979,102,280,382,11-01-2020 05:00
Middle abbey street ,FALSE,20,17,3,-6.262333095,53.34814966,1,0,1,,22.96,64,11.0014,87,347,434,11-01-2020 06:00
Middle abbey street outside hidden hearing.,FALSE,40,31,8,-6.262656301,53.34799275,1,0,1,,22.96,64,19.0012,66,530,596,11-01-2020 07:00
"Middle abbey street, outside celebration party shop.",FALSE,30,30,0,-6.260793507,53.3481929,1,0,1,,21.32,72,8.9981,65,486,551,11-01-2020 08:00
St Stephen's green North,TRUE,29,29,0,-6.256654859,53.33898211,1,0,1,,22.14,73,19.0012,30,323,353,11-01-2020 09:00
,FALSE,30,17,8,-6.255034804,53.34144673,1,0,2,,21.32,77,19.0012,31,273,304,11-01-2020 10:00
Sack like place,FALSE,40,34,6,-6.258557886,53.34909033,1,0,3,,22.14,73,15.0013,10,145,155,11-01-2020 11:00
Goldsworthy street outside Foxx Coffee House,FALSE,40,12,28,-6.257915497,53.34132102,1,0,1,,21.32,77,16.9979,12,100,112,11-01-2020 12:00
Lincoln Place,FALSE,40,40,0,-6.252296269,53.34185349,1,0,2,,22.14,77,15.0013,1,62,63,11-01-2020 13:00
Mount street upper,TRUE,40,38,2,-6.244401187,53.33711313,0,1,2,,21.32,83,19.0012,5,18,23,11-01-2020 14:00
Mount street lower opposite howl at the moon club,FALSE,40,39,1,-6.245165616,53.33927038,0,1,3,,18.04,88,43.0006,0,5,5,11-01-2020 15:00
Georges Quay,TRUE,40,40,0,-6.253649443,53.34738591,0,1,3,,14.76,87,30.0026,7,4,11,11-01-2020 16:00
Grand canal docks,FALSE,30,23,7,-6.238718927,53.34301848,0,1,3,,14.76,87,23.9994,2,3,5,11-01-2020 17:00
Grand canal docks outside fresh,FALSE,30,4,26,-6.238583475,53.34339239,0,1,2,,14.76,81,26.0027,0,9,9,11-01-2020 18:00
Blood stone road,FALSE,40,40,0,-6.236217767,53.34491682,0,1,2,,13.94,87,19.0012,0,18,18,11-01-2020 19:00
"Both wall quay, opposite the Spenser. ",FALSE,30,9,21,-6.24309361,53.3476477,0,1,3,,13.12,81,31.0009,2,48,50,11-01-2020 20:00
Sir john Robertson quay,FALSE,20,7,13,-6.2415272,53.34621063,0,1,3,,13.12,87,16.9979,1,106,107,11-01-2020 21:00
Start of Leinster street south,FALSE,20,3,17,-6.252639592,53.3417502,0,1,3,,13.12,87,16.9979,4,207,211,11-01-2020 22:00
Marlborough street opposite An Board Pleanala ,FALSE,30,22,8,-6.259177476,53.35260382,0,1,3,,13.12,81,22.0028,1,109,110,11-01-2020 23:00
Mount street lower opposite new mount house,TRUE,40,6,33,-6.243741363,53.33881395,0,1,1,1,5.74,63,6.0032,0,2,2,12-01-2020 00:00
"Harcourt road, in front of regius building",FALSE,40,6,34,-6.263815016,53.33274144,0,1,1,1,4.92,68,7.0015,0,4,4,12-01-2020 01:00
Mercer street outside DCC,FALSE,20,7,13,-6.264456064,53.33893887,0,1,1,1,4.92,74,7.0015,0,36,36,12-01-2020 02:00
Marlborough street outside admiral restraunt,FALSE,40,24,16,-6.259013861,53.352234,0,1,1,1,4.92,74,8.9981,2,92,94,12-01-2020 03:00
Eden Quay ooutside Liberty Hall,FALSE,40,40,0,-6.255112588,53.34845308,0,1,1,1,5.74,69,11.0014,2,177,179,12-01-2020 04:00
Talbot Street outside Singer shop,FALSE,20,20,0,-6.254687458,53.35073224,0,1,1,1,6.56,64,15.0013,2,98,100,12-01-2020 05:00
"York street, across from Dublinbike station",FALSE,30,9,21,-6.262134612,53.33883157,0,1,2,1,6.56,69,22.0028,5,37,42,12-01-2020 06:00
Johnstons place outside pearls shop,FALSE,40,37,3,-6.263308078,53.34064683,0,1,1,1,9.02,51,19.9995,7,50,57,12-01-2020 07:00
"Camden street lower, outside cracker nut cafe",TRUE,20,18,2,-6.26537472,53.33501182,0,1,1,1,9.02,51,11.0014,12,66,78,12-01-2020 08:00
Blessignton street outside La Pausa cafe,TRUE,40,35,5,-6.265439093,53.35618587,0,1,1,1,9.84,56,12.998,18,79,97,12-01-2020 09:00
North circular road and belvidire road junction,TRUE,40,37,3,-6.259095669,53.35946908,0,1,1,1,10.66,52,15.0013,9,54,63,12-01-2020 10:00
"Camden street lower, across from Fontana cafe",TRUE,20,13,7,-6.265355945,53.3351824,0,1,1,1,11.48,52,16.9979,17,48,65,12-01-2020 11:00
Parnell square west,TRUE,40,37,3,-6.265075654,53.35358842,0,1,1,1,12.3,49,16.9979,15,68,83,12-01-2020 12:00
Merrion street lower island,FALSE,16,11,5,-6.250158548,53.34184388,0,1,1,1,11.48,48,15.0013,10,202,212,12-01-2020 13:00
Hatch street lower,TRUE,38,11,27,-6.256172061,53.3341197,0,1,1,1,10.66,48,12.998,3,179,182,12-01-2020 14:00
Capel street outside capel kebab and pizza house,FALSE,30,0,0,-6.268229932,53.34716815,0,1,1,1,9.84,48,7.0015,2,110,112,12-01-2020 15:00
Jervis street opposite TP Smiths,TRUE,16,1,15,-6.266204864,53.34744836,0,1,1,1,9.84,48,7.0015,1,53,54,12-01-2020 16:00
Aaran quay outside bank of Ireland,FALSE,25,7,18,-6.27913177,53.34645482,0,1,1,1,9.02,64,0,0,48,48,12-01-2020 17:00
Grattan bridge ,FALSE,20,11,9,-6.267873198,53.34572226,0,1,1,1,9.02,64,6.0032,1,34,35,12-01-2020 18:00
Parliament Street across from florentina restaurant,TRUE,40,15,25,-6.267226785,53.34433076,0,1,1,1,8.2,69,6.0032,2,9,11,12-01-2020 19:00
"Parliament street, outside subway ",FALSE,29,12,17,-6.267397106,53.34442924,0,1,1,1,8.2,64,0,0,6,6,12-01-2020 20:00
Burgh quay,TRUE,35,22,13,-6.257717013,53.34716014,0,1,1,1,6.56,74,6.0032,0,6,6,12-01-2020 21:00
Fatima luas stop,TRUE,40,35,5,-6.292895526,53.33847123,0,1,1,1,6.56,74,6.0032,0,2,2,12-01-2020 22:00
Phoenix street north,TRUE,23,2,21,-6.277207285,53.34695199,0,1,1,1,9.84,48,15.0013,0,2,2,12-01-2020 23:00
"College green, median",FALSE,30,30,0,-6.260206103,53.34439721,0,1,3,1,25.42,94,0,27,368,395,13-01-2020 00:00
North king street,FALSE,20,20,0,-6.2726596,53.35032477,0,1,3,1,25.42,94,8.9981,20,286,306,13-01-2020 01:00
End of Adelaide road beside kiosk,FALSE,30,7,23,-6.253476441,53.3323394,0,1,3,1,25.42,94,7.0015,24,265,289,13-01-2020 02:00
Start of Fitzwilliam square north,TRUE,40,40,0,-6.250662804,53.33551714,0,1,2,1,25.42,94,7.0015,28,212,240,13-01-2020 03:00
"Middle abbey street,  outside independent house newspaper limited.",FALSE,31,3,28,-6.261388958,53.34824573,0,1,2,1,25.42,94,0,11,87,98,13-01-2020 04:00
"Middle abbey street, outside austrailia travel.",FALSE,35,34,1,-6.263314784,53.34790949,0,1,3,1,25.42,94,0,5,47,52,13-01-2020 05:00
Grand canal street lower,TRUE,40,40,0,-6.241157055,53.33936646,0,1,2,1,25.42,94,0,3,16,19,13-01-2020 06:00
Mount street lower opposite new mount house,FALSE,30,11,19,-6.244124919,53.33894527,0,1,2,1,25.42,94,0,2,7,9,13-01-2020 07:00
D'Oliver street,FALSE,30,30,0,-6.258493513,53.34681028,0,1,2,1,24.6,94,0,0,7,7,13-01-2020 08:00
Foley street outside dance Irelamd,FALSE,24,23,1,-6.252858192,53.35146871,0,1,2,1,24.6,100,0,2,9,11,13-01-2020 09:00
Blood stone road,FALSE,40,22,18,-6.235854328,53.34555893,0,1,2,1,25.42,94,7.0015,2,32,34,13-01-2020 10:00
Mayor square outside Snap and national college of Ireland.,FALSE,36,36,0,-6.24304533,53.34893742,0,1,2,1,24.6,94,8.9981,4,173,177,13-01-2020 11:00
"Fade street, outside the rage record store",FALSE,40,38,2,-6.263821721,53.34194797,0,1,2,1,24.6,94,12.998,11,504,515,13-01-2020 12:00
Hume street,FALSE,40,39,1,-6.255581975,53.33800839,0,1,2,1,25.42,88,7.0015,28,781,809,13-01-2020 13:00
Wolfe tone street,TRUE,40,6,34,-6.267700195,53.34936332,0,1,2,1,25.42,83,12.998,30,332,362,13-01-2020 14:00
Wolfe tone street outside AXA office,TRUE,25,9,16,-6.26718387,53.34796313,0,1,1,1,27.06,78,11.0014,29,146,175,13-01-2020 15:00
Coppinger row ,FALSE,29,29,0,-6.261603534,53.34194076,0,1,1,1,27.06,78,11.0014,52,178,230,13-01-2020 16:00
Saclville Place,FALSE,30,13,17,-6.258242726,53.34913596,0,1,2,1,28.7,70,7.0015,69,289,358,13-01-2020 17:00
Trinity street,FALSE,20,10,10,-6.26198709,53.34380633,0,1,2,1,28.7,74,7.0015,55,224,279,13-01-2020 18:00
Pearce street opposite parser square,FALSE,40,37,3,-6.242224574,53.3428079,0,1,2,1,29.52,70,11.0014,56,195,251,13-01-2020 19:00
Parnell street outside cineworld.,FALSE,30,29,1,-6.267755181,53.350079,0,1,2,1,29.52,62,11.0014,59,260,319,13-01-2020 20:00
"Abbey Street Lower, outside Abbey Theatre.",TRUE,29,29,0,-6.256624013,53.34880213,0,1,2,1,29.52,58,0,42,436,478,13-01-2020 21:00
Abbey Street Lower outside Beresford Court.,FALSE,30,0,25,-6.255399585,53.34901748,0,1,1,1,28.7,65,0,84,833,917,13-01-2020 22:00
Pearce street and Townsend street,FALSE,40,32,8,-6.256809086,53.34580232,0,1,1,1,28.7,65,0,54,756,810,13-01-2020 23:00
Mount street lower outside board bia,FALSE,22,13,9,-6.240792274,53.3378138,0,1,3,,12.3,75,26.0027,10,84,94,14-01-2020 00:00
"Camden street lower, Infront of enable ireland",FALSE,38,24,14,-6.265382767,53.33482844,0,1,1,,13.12,70,16.9979,22,133,155,14-01-2020 01:00
North strand road,TRUE,40,30,10,-6.245928705,53.35520694,0,1,1,,13.94,61,19.0012,16,180,196,14-01-2020 02:00
Amiens street outside the funky skunk,FALSE,27,26,1,-6.248283684,53.35334747,0,1,1,,13.94,53,16.9979,30,188,218,14-01-2020 03:00
"Bolton Street, outside DIT",FALSE,40,39,1,-6.269626021,53.35134383,0,1,1,,15.58,46,26.0027,34,169,203,14-01-2020 04:00
Eden Quay outside Beresford Court,FALSE,30,30,0,-6.25492081,53.34901267,0,1,1,,16.4,40,19.9995,33,184,217,14-01-2020 05:00
Talbot street outside Guiney and co.,FALSE,40,31,9,-6.254671365,53.35066259,0,1,1,,15.58,40,19.9995,28,282,310,14-01-2020 06:00
Top of Parnell street outside Foleys pharmacy,TRUE,30,25,5,-6.258886456,53.3537389,0,1,1,,13.94,49,23.9994,33,575,608,14-01-2020 07:00
St Stephens green north outside permanent tsb,FALSE,20,19,1,-6.260423362,53.3399558,0,1,1,,13.94,49,19.0012,45,514,559,14-01-2020 08:00
Jervis Street outside Penny's,TRUE,40,17,23,-6.267024279,53.34998454,0,1,1,,13.12,49,23.9994,12,344,356,14-01-2020 09:00
"Wexford street, djinn shop, across the road from opium
",FALSE,40,6,34,-6.265439093,53.33662064,0,1,1,,12.3,49,23.9994,12,211,223,14-01-2020 10:00
"Aungier street, outside YMCA",FALSE,36,36,0,-6.266015768,53.3392936,0,1,1,,12.3,49,23.9994,9,178,187,14-01-2020 11:00
Cathal Brugha street,TRUE,40,38,1,-6.25944972,53.35237568,0,1,1,,10.66,56,22.0028,15,120,135,14-01-2020 12:00
Cathal Brugha Street outside DIT,FALSE,40,0,40,-6.259444356,53.35225641,0,1,1,,10.66,56,19.9995,6,78,84,14-01-2020 13:00
"Camden street lower, Simon community shop,.",FALSE,20,0,20,-6.26539886,53.33423822,0,1,1,,10.66,56,19.0012,4,20,24,14-01-2020 14:00
Coppinger row,FALSE,40,33,7,-6.262373328,53.34211691,0,1,1,,9.84,60,19.9995,2,10,12,14-01-2020 15:00
Parnell street outside Centra ,FALSE,40,24,16,-6.263774782,53.35127979,0,1,1,,9.84,60,19.9995,0,1,1,14-01-2020 16:00
Start of st. Stephen's Green terrace. ,FALSE,20,10,10,-6.257439405,53.3362755,0,1,1,,9.84,65,15.0013,0,5,5,14-01-2020 17:00
"Pembroke street lower, opposite coffee angel.",FALSE,30,11,19,-6.25215143,53.33690652,0,1,1,,9.02,69,12.998,0,6,6,14-01-2020 18:00
"O'Connell street, median, behind Sir John Gray monument",FALSE,40,34,6,-6.259725988,53.34860279,0,1,1,,9.02,69,12.998,0,39,39,14-01-2020 19:00
South Circular road tesco,TRUE,20,16,4,-6.274455339,53.33232339,0,1,1,,9.84,65,12.998,4,142,146,14-01-2020 20:00
"Essex street east, outside the Clarence hotel",TRUE,40,26,14,-6.266537458,53.34511458,0,1,1,,9.84,65,19.0012,10,405,415,14-01-2020 21:00
The coombe outside ovenden house. ,TRUE,40,30,10,-6.273295283,53.33919831,0,1,1,,11.48,56,19.9995,27,664,691,14-01-2020 22:00
"College green, median",TRUE,20,10,10,-6.260206103,53.34439721,0,1,1,,12.3,52,26.0027,22,310,332,14-01-2020 23:00
Merrion square east,FALSE,30,24,6,-6.246668994,53.33943693,0,1,1,1,9.02,47,11.0014,0,3,3,15-01-2020 00:00
North kings street,TRUE,40,37,3,-6.270769984,53.35073624,0,1,1,1,8.2,47,15.0013,0,33,33,15-01-2020 01:00
North kings streetboutside macro,FALSE,23,20,3,-6.270670742,53.35059775,0,1,1,1,7.38,43,12.998,1,87,88,15-01-2020 02:00
Fitzwilliam street lower,FALSE,40,32,8,-6.248680651,53.33709791,0,1,1,1,8.2,40,19.9995,3,192,195,15-01-2020 03:00
Phisborough road opposite mc donalds,FALSE,20,17,3,-6.272837967,53.36211259,0,1,1,1,9.02,37,22.0028,6,109,115,15-01-2020 04:00
Middle abbey street ,FALSE,20,8,12,-6.262333095,53.34814966,0,1,1,1,9.02,37,22.0028,4,53,57,15-01-2020 05:00
Middle abbey street outside hidden hearing.,TRUE,21,14,7,-6.262656301,53.34799275,0,1,1,1,10.66,33,22.0028,12,34,46,15-01-2020 06:00
"Middle abbey street, outside celebration party shop.",TRUE,29,0,29,-6.260793507,53.3481929,0,1,1,1,10.66,33,22.0028,5,74,79,15-01-2020 07:00
St Stephen's green North,FALSE,40,36,4,-6.256654859,53.33898211,0,1,1,1,11.48,30,19.9995,6,65,71,15-01-2020 08:00
,FALSE,30,28,2,-6.255034804,53.34144673,0,1,1,1,12.3,28,12.998,10,52,62,15-01-2020 09:00
Sack like place,TRUE,20,18,2,-6.258557886,53.34909033,0,1,1,1,12.3,28,12.998,7,55,62,15-01-2020 10:00
Goldsworthy street outside Foxx Coffee House,FALSE,40,33,7,-6.257915497,53.34132102,0,1,1,1,12.3,28,6.0032,4,85,89,15-01-2020 11:00
Lincoln Place,FALSE,40,16,24,-6.252296269,53.34185349,0,1,1,1,9.84,38,12.998,4,186,190,15-01-2020 12:00
Mount street upper,FALSE,30,7,23,-6.244401187,53.33711313,0,1,1,1,9.84,38,8.9981,3,166,169,15-01-2020 13:00
Mount street lower opposite howl at the moon club,FALSE,30,1,29,-6.245165616,53.33927038,0,1,1,1,9.84,38,7.0015,5,127,132,15-01-2020 14:00
Georges Quay,TRUE,30,1,29,-6.253649443,53.34738591,0,1,1,1,9.02,47,11.0014,7,82,89,15-01-2020 15:00
Grand canal docks,TRUE,20,20,0,-6.238718927,53.34301848,0,1,1,1,8.2,51,12.998,3,40,43,15-01-2020 16:00
Grand canal docks outside fresh,FALSE,33,30,3,-6.238583475,53.34339239,0,1,1,1,7.38,55,8.9981,1,41,42,15-01-2020 17:00
Blood stone road,FALSE,40,17,23,-6.236217767,53.34491682,0,1,1,1,8.2,47,0,1,18,19,15-01-2020 18:00
"Both wall quay, opposite the Spenser. ",FALSE,40,34,6,-6.24309361,53.3476477,0,1,1,1,7.38,55,0,0,11,11,15-01-2020 19:00
Sir john Robertson quay,FALSE,20,1,19,-6.2415272,53.34621063,0,1,1,1,6.56,64,0,0,4,4,15-01-2020 20:00
Start of Leinster street south,TRUE,30,26,4,-6.252639592,53.3417502,0,1,1,1,6.56,64,0,0,2,2,15-01-2020 21:00
Marlborough street opposite An Board Pleanala ,TRUE,30,13,17,-6.259177476,53.35260382,0,1,2,1,6.56,64,6.0032,0,1,1,15-01-2020 22:00
Mount street lower outside board bia,FALSE,32,13,19,-6.240792274,53.3378138,0,1,2,1,5.74,69,6.0032,0,4,4,15-01-2020 23:00
"Stephens green, in front of beneton shop",FALSE,40,22,18,-6.260926276,53.3398373,0,1,1,1,28.7,65,0,49,544,593,16-01-2020 00:00
East wall road outside the O2 ,FALSE,40,40,0,-6.227487177,53.34842026,0,1,1,1,28.7,65,0,48,449,497,16-01-2020 01:00
"Bedford row, beside Ladbrokes",TRUE,40,35,5,-6.261851639,53.34615699,0,1,2,1,27.06,74,0,14,195,209,16-01-2020 02:00
Talbot Street outside Carrolls shop,FALSE,40,28,12,-6.2569727,53.35029835,0,1,1,1,27.06,74,0,9,232,241,16-01-2020 03:00
"Fleet Street, outside TGI restaurant.",TRUE,40,33,7,-6.259736717,53.34583434,0,1,2,1,27.06,78,0,21,199,220,16-01-2020 04:00
"Aston quay, outside house of colour",FALSE,30,0,30,-6.262689829,53.34607693,0,1,3,1,26.24,89,0,11,65,76,16-01-2020 05:00
Harcourt street outside Starbucks ,FALSE,30,0,30,-6.262397468,53.3327959,0,1,2,1,25.42,94,0,2,23,25,16-01-2020 06:00
"New bride street , Infront of small green",FALSE,40,39,1,-6.269115061,53.33779779,0,1,1,1,26.24,89,0,3,10,13,16-01-2020 07:00
Mount street ctescent,FALSE,30,30,0,-6.243086904,53.33666389,0,1,2,1,25.42,88,0,5,6,11,16-01-2020 08:00
Beresford Place median,FALSE,20,20,0,-6.254668683,53.34915197,0,1,2,1,26.24,89,0,0,10,10,16-01-2020 09:00
Kevin's street outside o haras pharmacy,FALSE,20,18,2,-6.266076118,53.33774334,0,1,3,1,26.24,89,7.0015,2,37,39,16-01-2020 10:00
